Height:620 SmoothPos:44.24% OrigPos:44.0
1.000000000000000000e+00 0.000000000000000000e+00
9.817353333039564589e-01 7.262300000000000179e-03
9.640944382873453122e-01 1.413090000000000006e-02
9.470120096073766369e-01 2.061899999999999844e-02
9.304225406721311487e-01 2.673899999999999888e-02
9.142608267633846042e-01 3.250390000000000224e-02
8.984615625383474136e-01 3.792609999999999731e-02
8.829592414050999594e-01 4.301809999999999662e-02
8.676884573962877489e-01 4.779239999999999877e-02
8.525841064182513307e-01 5.226120000000000071e-02
8.375805812545062956e-01 5.643660000000000343e-02
8.226126771868280674e-01 6.033079999999999693e-02
8.076150888724276111e-01 6.395560000000000134e-02
7.925222090948196296e-01 6.732290000000000496e-02
7.772689337603453374e-01 7.044440000000000424e-02
7.617897562770847841e-01 7.333180000000000254e-02
7.460193713022488238e-01 7.599690000000000611e-02
7.298924734930478664e-01 7.845100000000000684e-02
7.133436568821274193e-01 8.070599999999999996e-02
6.963075155021328788e-01 8.277339999999999698e-02
6.787214608735342436e-01 8.466460000000000652e-02
6.605839836278541988e-01 8.638669999999999682e-02
6.419548547567981434e-01 8.794290000000000440e-02
6.228964614907657182e-01 8.933639999999999637e-02
6.034712916847220221e-01 9.057010000000000061e-02
5.837418331936320426e-01 9.164719999999999811e-02
5.637704732478951986e-01 9.257070000000000576e-02
5.436194984533462282e-01 9.334349999999999592e-02
5.233515979140803687e-01 9.396859999999999935e-02
5.030290582359321361e-01 9.444890000000000230e-02
4.827142666493012824e-01 9.478730000000000488e-02
4.624698116337178644e-01 9.498669999999999336e-02
4.423580804195816341e-01 9.504990000000000661e-02
4.227186486552932942e-01 9.497990000000000599e-02
4.033333286003800700e-01 9.477939999999999976e-02
3.842634404564796435e-01 9.445119999999999905e-02
3.655707013197386224e-01 9.399839999999999585e-02
3.473166298390489848e-01 9.342390000000000416e-02
3.295627446633028756e-01 9.273080000000000211e-02
3.123706636650196988e-01 9.192200000000000371e-02
2.957892048688040565e-01 9.100070000000000381e-02
2.798155900130930296e-01 8.997040000000000592e-02
2.644347371065454144e-01 8.883539999999999492e-02
2.496309688160564255e-01 8.759989999999999444e-02
2.353892031502848314e-01 8.626799999999999746e-02
2.216937627761257912e-01 8.484419999999999462e-02
2.085294664786108143e-01 8.333250000000000379e-02
1.958808353718896333e-01 8.173740000000000172e-02
1.837325890173664988e-01 8.006299999999999528e-02
1.720692485291911156e-01 7.831380000000000285e-02
1.608755334687676786e-01 7.649390000000000356e-02
1.501359649502459759e-01 7.460769999999999902e-02
1.398352625350302303e-01 7.265950000000000186e-02
1.299578481136428598e-01 7.065349999999999409e-02
1.204886396947426608e-01 6.859410000000000507e-02
1.114119599452248477e-01 6.648560000000000580e-02
1.027127268737481336e-01 6.433229999999999504e-02
9.437526314720776077e-02 6.213849999999999929e-02
8.638438755063521102e-02 5.990840000000000054e-02
7.872511731631642862e-02 5.764629999999999754e-02
7.139179669749844137e-02 5.535160000000000080e-02
6.438839463927105433e-02 5.301720000000000044e-02
5.771937620486031900e-02 5.063569999999999877e-02
5.138890878661052375e-02 4.819960000000000216e-02
4.540125900049322288e-02 4.570130000000000026e-02
3.976089190973445403e-02 4.313349999999999823e-02
3.447207413030576456e-02 4.048859999999999959e-02
2.953917150180593656e-02 3.775900000000000090e-02
2.496635141657928963e-02 3.493750000000000328e-02
2.075817816147910305e-02 3.201640000000000041e-02
1.691871990522242700e-02 2.898819999999999869e-02
1.345244171103530603e-02 2.584559999999999982e-02
1.036370941851653092e-02 2.258080000000000157e-02
7.656690420010403043e-03 1.918670000000000098e-02
5.335849778742961756e-03 1.565489999999999937e-02
3.405454110685755733e-03 1.197980000000000052e-02
1.869770031810331478e-03 8.149299999999999947e-03
7.331633817154818147e-04 4.162500000000000401e-03
0.000000000000000000e+00 0.000000000000000000e+00
7.331633817154818147e-04 -4.162500000000000401e-03
1.869770031810331478e-03 -8.149299999999999947e-03
3.405454110685755733e-03 -1.197980000000000052e-02
5.335849778742961756e-03 -1.565489999999999937e-02
7.656690420010403043e-03 -1.918670000000000098e-02
1.036370941851653092e-02 -2.258080000000000157e-02
1.345244171103530603e-02 -2.584559999999999982e-02
1.691871990522242700e-02 -2.898819999999999869e-02
2.075817816147910305e-02 -3.201640000000000041e-02
2.496635141657928963e-02 -3.493750000000000328e-02
2.953917150180593656e-02 -3.775900000000000090e-02
3.447207413030576456e-02 -4.048859999999999959e-02
3.976089190973445403e-02 -4.313349999999999823e-02
4.540125900049322288e-02 -4.570130000000000026e-02
5.138890878661052375e-02 -4.819960000000000216e-02
5.771937620486031900e-02 -5.063569999999999877e-02
6.438839463927105433e-02 -5.301720000000000044e-02
7.139179669749844137e-02 -5.535160000000000080e-02
7.872511731631642862e-02 -5.764629999999999754e-02
8.638438755063521102e-02 -5.990840000000000054e-02
9.437526314720776077e-02 -6.213849999999999929e-02
1.027127268737481336e-01 -6.433229999999999504e-02
1.114119599452248477e-01 -6.648560000000000580e-02
1.204886396947426608e-01 -6.859410000000000507e-02
1.299578481136428598e-01 -7.065349999999999409e-02
1.398352625350302303e-01 -7.265950000000000186e-02
1.501359649502459759e-01 -7.460769999999999902e-02
1.608755334687676786e-01 -7.649390000000000356e-02
1.720692485291911156e-01 -7.831380000000000285e-02
1.837325890173664988e-01 -8.006299999999999528e-02
1.958808353718896333e-01 -8.173740000000000172e-02
2.085294664786108143e-01 -8.333250000000000379e-02
2.216937627761257912e-01 -8.484419999999999462e-02
2.353892031502848314e-01 -8.626799999999999746e-02
2.496309688160564255e-01 -8.759989999999999444e-02
2.644347371065454144e-01 -8.883539999999999492e-02
2.798155900130930296e-01 -8.997040000000000592e-02
2.957892048688040565e-01 -9.100070000000000381e-02
3.123706636650196988e-01 -9.192200000000000371e-02
3.295627446633028756e-01 -9.273080000000000211e-02
3.473166298390489848e-01 -9.342390000000000416e-02
3.655707013197386224e-01 -9.399839999999999585e-02
3.842634404564796435e-01 -9.445119999999999905e-02
4.033333286003800700e-01 -9.477939999999999976e-02
4.227186486552932942e-01 -9.497990000000000599e-02
4.423580804195816341e-01 -9.504990000000000661e-02
4.624698116337178644e-01 -9.498669999999999336e-02
4.827142666493012824e-01 -9.478730000000000488e-02
5.030290582359321361e-01 -9.444890000000000230e-02
5.233515979140803687e-01 -9.396859999999999935e-02
5.436194984533462282e-01 -9.334349999999999592e-02
5.637704732478951986e-01 -9.257070000000000576e-02
5.837418331936320426e-01 -9.164719999999999811e-02
6.034712916847220221e-01 -9.057010000000000061e-02
6.228964614907657182e-01 -8.933639999999999637e-02
6.419548547567981434e-01 -8.794290000000000440e-02
6.605839836278541988e-01 -8.638669999999999682e-02
6.787214608735342436e-01 -8.466460000000000652e-02
6.963075155021328788e-01 -8.277339999999999698e-02
7.133436568821274193e-01 -8.070599999999999996e-02
7.298924734930478664e-01 -7.845100000000000684e-02
7.460193713022488238e-01 -7.599690000000000611e-02
7.617897562770847841e-01 -7.333180000000000254e-02
7.772689337603453374e-01 -7.044440000000000424e-02
7.925222090948196296e-01 -6.732290000000000496e-02
8.076150888724276111e-01 -6.395560000000000134e-02
8.226126771868280674e-01 -6.033079999999999693e-02
8.375805812545062956e-01 -5.643660000000000343e-02
8.525841064182513307e-01 -5.226120000000000071e-02
8.676884573962877489e-01 -4.779239999999999877e-02
8.829592414050999594e-01 -4.301809999999999662e-02
8.984615625383474136e-01 -3.792609999999999731e-02
9.142608267633846042e-01 -3.250390000000000224e-02
9.304225406721311487e-01 -2.673899999999999888e-02
9.470120096073766369e-01 -2.061899999999999844e-02
9.640944382873453122e-01 -1.413090000000000006e-02
9.817353333039564589e-01 -7.262300000000000179e-03
1.000000000000000000e+00 0.000000000000000000e+00
