Yokudo-new
 1.0000000     0.0000000
 0.9928707     0.0069084
 0.9835532     0.0131136
 0.9722041     0.0186734
 0.9589801     0.0236179
 0.9440379     0.0279893
 0.9275342     0.0318223
 0.9096256     0.0351539
 0.8904689     0.0380202
 0.8702208     0.0404575
 0.8490378     0.0425022
 0.8270768     0.0441907
 0.8044943     0.0455597
 0.7814472     0.0466461
 0.7580920     0.0474868
 0.7345855     0.0481190
 0.7110843     0.0485797
 0.6877451     0.0489065
 0.6647246     0.0491367
 0.6421796     0.0493084
 0.6202626     0.0494553
 0.5990359     0.0495890
 0.5784709     0.0497071
 0.5585351     0.0498078
 0.5391960     0.0498893
 0.5204211     0.0499497
 0.5021779     0.0499872
 0.4844340     0.0500000
 0.4671568     0.0499864
 0.4503138     0.0499447
 0.4338725     0.0498732
 0.4178006     0.0497702
 0.4020654     0.0496342
 0.3866344     0.0494633
 0.3714753     0.0492562
 0.3565554     0.0490110
 0.3418423     0.0487264
 0.3273035     0.0484006
 0.3129066     0.0480320
 0.2986190     0.0476192
 0.2844178     0.0471605
 0.2703188     0.0466552
 0.2563474     0.0461028
 0.2425288     0.0455028
 0.2288886     0.0448547
 0.2154519     0.0441580
 0.2022442     0.0434121
 0.1892909     0.0426165
 0.1766173     0.0417706
 0.1642487     0.0408739
 0.1522105     0.0399258
 0.1405281     0.0389257
 0.1292268     0.0378731
 0.1183320     0.0367674
 0.1078691     0.0356079
 0.0978633     0.0343941
 0.0883402     0.0331253
 0.0793249     0.0318009
 0.0708429     0.0304201
 0.0629187     0.0289828
 0.0555565     0.0274935
 0.0487402     0.0259594
 0.0424529     0.0243878
 0.0366778     0.0227857
 0.0313978     0.0211603
 0.0265961     0.0195189
 0.0222558     0.0178686
 0.0183599     0.0162167
 0.0148915     0.0145703
 0.0118337     0.0129367
 0.0091697     0.0113232
 0.0068824     0.0097365
 0.0049549     0.0081854
 0.0033704     0.0066732
 0.0021120     0.0052158
 0.0011626     0.0038028
 0.0005054     0.0024725
 0.0001235     0.0011896
 0.0000000     0.0000000
 0.0001235    -0.0011896
 0.0005054    -0.0024725
 0.0011626    -0.0038028
 0.0021120    -0.0052158
 0.0033704    -0.0066732
 0.0049549    -0.0081854
 0.0068824    -0.0097365
 0.0091697    -0.0113232
 0.0118337    -0.0129367
 0.0148915    -0.0145703
 0.0183599    -0.0162167
 0.0222558    -0.0178686
 0.0265961    -0.0195189
 0.0313978    -0.0211603
 0.0366778    -0.0227857
 0.0424529    -0.0243878
 0.0487402    -0.0259594
 0.0555565    -0.0274935
 0.0629187    -0.0289828
 0.0708429    -0.0304201
 0.0793249    -0.0318009
 0.0883402    -0.0331253
 0.0978633    -0.0343941
 0.1078691    -0.0356079
 0.1183320    -0.0367674
 0.1292268    -0.0378731
 0.1405281    -0.0389257
 0.1522105    -0.0399258
 0.1642487    -0.0408739
 0.1766173    -0.0417706
 0.1892909    -0.0426165
 0.2022442    -0.0434121
 0.2154519    -0.0441580
 0.2288886    -0.0448547
 0.2425288    -0.0455028
 0.2563474    -0.0461028
 0.2703188    -0.0466552
 0.2844178    -0.0471605
 0.2986190    -0.0476192
 0.3129066    -0.0480320
 0.3273035    -0.0484006
 0.3418423    -0.0487264
 0.3565554    -0.0490110
 0.3714753    -0.0492562
 0.3866344    -0.0494633
 0.4020654    -0.0496342
 0.4178006    -0.0497702
 0.4338725    -0.0498732
 0.4503138    -0.0499447
 0.4671568    -0.0499864
 0.4844340    -0.0500000
 0.5021779    -0.0499872
 0.5204211    -0.0499497
 0.5391960    -0.0498893
 0.5585351    -0.0498078
 0.5784709    -0.0497071
 0.5990359    -0.0495890
 0.6202626    -0.0494553
 0.6421796    -0.0493084
 0.6647246    -0.0491367
 0.6877451    -0.0489065
 0.7110843    -0.0485797
 0.7345855    -0.0481190
 0.7580920    -0.0474868
 0.7814472    -0.0466461
 0.8044943    -0.0455597
 0.8270768    -0.0441907
 0.8490378    -0.0425022
 0.8702208    -0.0404575
 0.8904689    -0.0380202
 0.9096256    -0.0351539
 0.9275342    -0.0318223
 0.9440379    -0.0279893
 0.9589801    -0.0236179
 0.9722041    -0.0186734
 0.9835532    -0.0131136
 0.9928707    -0.0069084
 1.0000000     0.0000000
